INDEX,YEAR,MN,HR,DT,SLP,MSLP,DBT,WBT,DPT,RH,VP,DD,FFF,AW,VV,Cl,A,Cm,A,Ch,A,Dl,Dm,Dh,TC,h,c,a,Ht,RF,EVP,DW,P,H,WAT,
42180,1978,04,00,28,979.0,1003.8,24.0,19.0,15.8,060,17.9,25,014,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,00,29,980.6,1005.3,24.8,19.2,15.6,056,17.7,36,014,  ,95,0,0,1,3,1,1,0,9,9,1,9,3,1,60,0.0,   ,  , , ,   ,
42180,1978,04,00,30,979.8,1004.8,21.0,18.0,16.0,073,18.2,29,018,  ,94,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,12,01,986.5,1011.8,20.0,18.0,16.7,081,19.0,34,014,  ,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75,0.0,   ,  , , ,   ,
42180,1978,04,12,02,986.5,1011.2,20.6,16.0,12.5,060,14.5,32,009,  ,94,1,1,3,3,2,4,9,9,9,8,6,8,1,30,0.0,   ,  , , ,   ,
42180,1978,04,12,03,987.2,1012.6,20.0,16.0,13.0,064,15.0,25,015,  ,95,4,3,2,5, , ,9,9, ,8,6,8,1,30,0.0,   ,  , , ,   ,
42180,1978,04,12,04,989.0,1014.5,19.0,16.0,13.8,072,15.8,05,014,  ,94,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,12,05,988.9,1014.0,22.2,17.0,13.2,057,15.2,32,016,  ,96,0,0,0,0,1,6,0,0,9,6,9,0,6,70,0.0,   ,  , , ,   ,
42180,1978,04,12,06,989.2,1014.4,21.4,16.6,13.0,059,15.0,32,022,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,12,07,985.5,1011.5,23.0,18.0,14.6,059,16.6,27,018,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,12,08,986.2,1011.0,25.4,19.4,15.5,054,17.6,00,000,  ,94,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,12,09,986.8,1011.4,28.0,20.0,14.8,045,16.8,00,000,  ,94,0,0,0,0,1,3,0,0,9,3,9,0,3,75,0.0,   ,  , , ,   ,
42180,1978,04,12,10,986.8,1011.5,27.0,19.6,14.8,047,16.8,27,009,  ,96,0,0,0,0,1,3,0,0,9,3,9,0,3,75,0.0,   ,  , , ,   ,
42180,1978,04,12,11,986.3,1010.5,27.0,22.0,19.3,   ,17.4,29,027,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,12,12,986.3,1011.0,27.0,21.0,17.5,056,20.0,29,009,  ,94,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,12,13,983.6,1008.0,29.4,20.0,13.8,038,15.7,29,018,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,12,15,980.2,1004.6,29.0,19.0,11.8,035,13.7,00,000,  ,94,0,0,3,3,0,0,0,9,0,3,9,3,3,60,0.0,   ,  , , ,   ,
42180,1978,04,12,16,978.1,1002.0,30.0,21.0,15.4,041,17.5,18,018,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,12,17,977.5,1002.0,27.4,22.0,19.0,060,22.0,07,022,  ,95,5,1,3,1,7,5,9,9,9,7,6,5,1,30,0.0,   ,  , , ,   ,
42180,1978,04,12,18,980.1,1004.7,26.0,20.0,16.3,055,18.5,11,015,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,12,19,979.5,1004.0,26.2,20.2,16.5,055,18.8,00,000,  ,96,4,3,3,2,1,1,9,9,9,6,6,6,2,40,0.3,   ,  , , ,   ,
42180,1978,04,12,20,981.7,1006.4,25.4,20.6,17.8,063,20.4,27,014,  ,94,0,0,0,0,1,2,0,0,9,2,9,0,2,75,0.0,   ,  , , ,   ,
42180,1978,04,12,21,983.6,1008.3,26.2,19.4,15.0,050,17.0,00,000,  ,96,0,0,3,2,1,1,0,9,9,2,9,3,2,60,0.0,   ,  , , ,   ,
42180,1978,04,12,22,984.6,1009.4,26.0,20.0,16.3,055,18.5,29,009,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,12,23,983.0,1007.7,27.6,20.0,15.1,046,17.1,29,011,  ,96,5,2,3,6,1,1,9,9,9,7,6,6,2,40,0.0,   ,  , , ,   ,
42180,1978,04,12,24,984.0,1008.9,24.0,20.0,17.6,067,20.1,18,009,  ,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0.8,   ,  , , ,   ,
42180,1978,04,12,25,984.5,1009.4,24.0,19.0,15.8,060,17.9,02,007,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,12,26,984.7,1008.9,26.2,20.8,17.6,059,20.1,11,014,  ,96,0,0,3,1,1,2,0,9,9,3,9,3,1,60,0.0,   ,  , , ,   ,
42180,1978,04,12,27,980.2,1004.5,30.0,23.0,19.3,053,22.4,18,009,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,12,28,0.0,1005.7,30.6,22.0,17.0,044,19.4,32,032,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,12,29,982.5,1006.8,30.4,21.0,15.1,040,17.1,32,022,  ,96,0,0,0,0,1,1,0,0,9,1,9,0,1,75,0.0,   ,  , , ,   ,
42180,1978,04,12,30,982.3,1006.7,29.4,19.0,11.4,033,13.5,29,027,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,24,01,986.6,1011.1,28.6,16.0,3.8,020,8.0,34,022,  ,96,0,0,0,0,1,1,0,0,9,1,9,0,1,75,0.0,   ,  , , ,   ,
42180,1978,04,24,02,985.9,1010.7,26.0,17.4,10.7,038,12.9,23,009,  ,95,1,1,3,4,2,6,9,9,9,8,6,8,1,40,0.0,   ,  , , ,   ,
42180,1978,04,24,03,986.5,1011.4,24.0,18.8,15.4,058,17.5,18,004,  ,96,4,2,3,2,1,4,9,9,9,7,6,8,1,40,0.0,   ,  , , ,   ,
42180,1978,04,24,04,989.7,1014.4,28.8,19.0,12.2,036,14.2,32,014,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,24,05,990.1,1014.8,27.2,19.4,14.2,045,16.2,34,027,  ,96,0,0,0,0,1,6,0,0,9,6,9,0,6,70,0.0,   ,  , , ,   ,
42180,1978,04,24,06,989.5,1014.2,28.4,19.4,13.2,039,15.2,29,022,  ,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,24,07,985.8,1010.1,31.8,22.0,16.2,039,18.4,32,023,  ,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,24,08,986.8,1010.9,33.6,22.6,16.2,035,18.4,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,24,09,987.0,1011.0,34.2,25.0,20.5,045,24.1,34,011,  ,96,0,0,0,0,7,7,0,0,9,7,9,2,7,70,0.0,   ,  , , ,   ,
42180,1978,04,24,10,986.8,1010.9,34.0,23.4,17.6,038,20.1,25,019,  ,96,6,1,0,0,1,3,9,0,9,3,6,5,1,35,0.0,   ,  , , ,   ,
42180,1978,04,24,11,986.6,1010.0,35.4,23.2,16.2,032,18.4,32,027,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,24,12,985.9,1009.8,36.0,24.0,17.5,034,20.0,32,023,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,24,13,983.4,1007.3,36.4,22.2,13.2,025,15.2,32,027,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,24,14,980.3,1004.0,38.0,24.0,16.2,028,18.4,29,018,  ,96,0,0,0,0,1,3,0,0,9,3,9,0,3,75,0.0,   ,  , , ,   ,
42180,1978,04,24,15,980.9,1004.6,37.6,22.4,12.7,023,14.7,23,009,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,24,16,978.0,1001.7,38.0,25.0,18.3,032,21.0,27,014,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,24,17,978.0,1002.0,33.4,25.0,20.9,048,24.7,14,022,  ,95,3,1,0,0,7,6,9,0,9,7,6,9,1,40,0.0,   ,  , , ,   ,
42180,1978,04,24,18,981.2,1005.2,33.4,22.4,15.9,035,18.1,11,019,  ,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75,0.0,   ,  , , ,   ,
42180,1978,04,24,19,980.1,1004.1,33.0,22.6,16.6,038,18.9,23,013,  ,96,3,3,0,0,2,3,9,0,9,6,6,9,1,40,0.0,   ,  , , ,   ,
42180,1978,04,24,20,982.5,1006.7,32.4,24.8,21.1,052,25.1,29,014,  ,96,0,0,0,0,1,3,0,0,9,3,9,0,3,75,0.0,   ,  , , ,   ,
42180,1978,04,24,21,984.3,1008.3,35.0,24.0,18.5,035,21.3,25,011,  ,95,5,1,3,2,1,2,9,9,9,5,6,6,1,40,0.0,   ,  , , ,   ,
42180,1978,04,24,22,984.7,1008.9,33.0,23.0,17.4,040,19.7,27,007,  ,97,0,0,3,1,1,1,0,9,9,2,9,3,1,60,0.0,   ,  , , ,   ,
42180,1978,04,24,23,983.9,1008.2,30.4,21.4,16.0,042,18.2,27,014,  ,96,3,3,3,7,0,0,9,9,0,7,5,9,1,25,0.0,   ,  , , ,   ,
42180,1978,04,24,24,984.2,1008.5,32.0,22.0,16.1,038,18.3,34,007,  ,96,0,0,0,0,1,6,0,0,9,6,9,0,6,70,0.0,   ,  , , ,   ,
42180,1978,04,24,25,984.5,1008.8,31.6,23.0,18.3,045,21.0,23,009,  ,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,24,26,984.5,1008.1,34.0,23.8,18.4,040,21.1,99,005,  ,96,0,0,0,0,1,6,0,0,9,6,9,0,6,75,0.0,   ,  , , ,   ,
42180,1978,04,24,27,980.5,1004.3,36.4,22.4,13.8,026,15.8,32,018,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,24,28,982.1,1001.6,37.8,25.0,18.4,032,21.1,32,011,  ,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,24,29,982.7,1006.6,36.0,25.0,19.5,038,22.7,32,022,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,24,30,982.6,1006.6,35.0,21.0,11.4,024,13.5,32,043,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,36,01,984.7,1009.0,30.6,16.4,,016,7.2,32,022,  ,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,36,02,984.0,1008.3,31.4,18.4,7.9,023,10.7,14,011,  ,96,4,2,3,2,1,2,9,9,9,5,6,8,1,40,0.0,   ,  , , ,   ,
42180,1978,04,36,03,986.3,1010.9,25.0,20.0,14.8,045,16.8,36,018,  ,96,3,4,3,2,1,1,9,9,9,7,5,6,2,35,0.0,   ,  , , ,   ,
42180,1978,04,36,04,987.9,1012.3,31.6,21.0,14.2,035,16.2,32,014,  ,96,8,2,0,0,0,0,9,0,0,2,6,8,1,40,0.0,   ,  , , ,   ,
42180,1978,04,36,05,989.5,1014.3,26.4,19.0,14.0,046,16.0,29,054,  ,94,9,3,3,3,1,6,9,9,9,8,6,9,1,40,0.0,   ,  , , ,   ,
42180,1978,04,36,06,987.3,1011.7,31.6,21.0,14.2,035,16.2,34,040,  ,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,36,07,983.7,1007.8,33.8,20.4,10.9,025,13.0,32,054,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,36,08,984.9,1008.8,36.2,23.2,15.7,030,17.8,27,013,  ,96,5,1,0,0,0,0,9,0,0,1,7,6,1,45,0.0,   ,  , , ,   ,
42180,1978,04,36,09,985.1,1009.0,36.4,23.0,15.1,028,17.1,29,019,  ,96,0,0,0,0,1,3,0,0,9,3,9,0,3,75,0.0,   ,  , , ,   ,
42180,1978,04,36,10,984.9,1008.3,36.6,26.0,21.0,041,24.9,32,019,  ,96,0,0,0,0,1,5,0,0,9,5,9,0,5,75,0.0,   ,  , , ,   ,
42180,1978,04,36,11,984.5,1008.3,38.0,24.0,16.2,028,18.4,32,040,  ,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,36,12,982.9,1006.1,38.6,22.0,10.7,019,12.9,32,045,  ,97,5,1,0,0,0,0,9,0,0,1,6,6,1,40,0.0,   ,  , , ,   ,
42180,1978,04,36,13,980.7,1004.1,39.2,22.0,10.1,017,12.3,32,041,  ,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,36,14,978.1,1001.5,40.0,23.0,12.2,019,14.2,32,034,  ,96,0,0,0,0,1,6,0,0,9,6,9,0,6,75,0.0,   ,  , , ,   ,
42180,1978,04,36,15,978.3,1000.7,39.8,23.8,14.4,022,16.4,27,009,  ,96,1,1,0,0,0,0,9,0,0,1,6,8,1,40,0.0,   ,  , , ,   ,
42180,1978,04,36,16,976.1,998.9,40.4,24.8,16.3,025,18.5,29,013,  ,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75,0.0,   ,  , , ,   ,
42180,1978,04,36,17,975.7,999.2,38.0,26.0,20.3,036,23.8,14,019,  ,96,0,0,0,0,1,1,0,0,9,1,9,0,1,75,0.0,   ,  , , ,   ,
42180,1978,04,36,18,979.1,1002.9,35.0,25.0,20.1,042,23.5,14,009,  ,96,5,1,0,0,3,6,9,0,9,7,5,5,1,40,0.0,   ,  , , ,   ,
42180,1978,04,36,19,978.9,1002.7,34.6,24.0,18.4,038,21.1,27,009,  ,96,4,2,0,0,1,5,9,0,9,6,6,8,1,40,0.0,   ,  , , ,   ,
42180,1978,04,36,20,980.7,1004.0,35.2,24.0,18.0,036,20.6,34,018,  ,96,1,1,0,0,2,5,9,0,9,6,6,8,1,40,0.0,   ,  , , ,   ,
42180,1978,04,36,21,982.6,1006.5,36.4,24.4,18.1,034,20.8,34,009,  ,96,1,1,3,2,1,3,9,9,9,6,6,8,1,40,0.0,   ,  , , ,   ,
42180,1978,04,36,22,983.0,1006.9,35.4,24.2,18.3,036,21.0,32,027,  ,96,0,0,0,0,2,5,0,0,9,5,9,0,5,75,0.0,   ,  , , ,   ,
42180,1978,04,36,23,982.9,1007.2,31.0,22.4,17.6,045,20.1,25,014,  ,96,3,4,7,5, , ,9,9, ,8,5,9,1,30,0.0,   ,  , , ,   ,
42180,1978,04,36,24,982.4,1006.6,33.0,23.2,17.8,041,20.3,00,000,  ,96,5,5,0,0,1,1,9,0,9,6,6,5,3,30,0.0,   ,  , , ,   ,
42180,1978,04,36,25,982.4,1006.4,35.0,24.0,18.1,037,20.6,32,019,  ,97,4,2,0,0,0,0,9,0,0,2,6,4,1,35,0.0,   ,  , , ,   ,
42180,1978,04,36,26,981.2,1004.9,37.4,25.0,18.7,033,21.6,27,018,  ,96,5,1,0,0,1,3,9,0,9,6,6,6,1,35,0.0,   ,  , , ,   ,
42180,1978,04,36,27,978.5,1001.9,39.8,25.0,17.1,027,19.5,29,045,  ,96,5,1,0,0,0,0,9,0,0,1,6,6,1,35,0.0,   ,  , , ,   ,
42180,1978,04,36,28,979.2,1002.6,40.0,25.8,18.7,029,21.5,32,009,  ,97,5,1,0,0,0,0,9,0,0,1,7,5,1,50,0.0,   ,  , , ,   ,
42180,1978,04,36,29,980.4,1003.8,39.6,26.0,19.3,031,22.4,32,036,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,36,30,980.5,1003.9,39.2,20.0,,011,7.7,32,043,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,48,01,983.7,1008.1,29.6,18.0,8.7,027,11.2,32,018,  ,97,0,0,0,0,1,1,0,0,9,1,9,0,1,75,0.0,   ,  , , ,   ,
42180,1978,04,48,02,983.2,1007.6,30.0,18.0,8.2,026,10.9,11,009,  ,96,6,1,3,1,0,0,9,9,0,2,6,5,1,35,0.0,   ,  , , ,   ,
42180,1978,04,48,03,985.2,1010.0,25.4,19.4,15.5,054,17.6,36,018,  ,96,3,3,3,1,7,3,9,9,9,7,6,9,1,40,0.0,   ,  , , ,   ,
42180,1978,04,48,04,986.4,1010.8,29.2,20.4,14.8,041,16.8,36,018,  ,96,8,1,0,0,1,2,9,0,9,3,6,8,1,40,0.0,   ,  , , ,   ,
42180,1978,04,48,05,987.2,1011.8,29.0,19.0,11.8,035,13.8,34,011,  ,96,1,1,3,1,0,0,9,9,0,2,6,8,1,40,0.0,   ,  , , ,   ,
42180,1978,04,48,06,985.7,1010.1,30.0,20.0,13.3,036,15.3,32,036,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,48,07,982.5,1006.7,32.8,21.8,15.1,034,17.1,32,036,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,48,08,983.7,1007.8,34.0,22.8,16.4,035,18.6,36,009,  ,96,5,1,0,0,0,0,9,0,0,1,7,5,1,50,0.0,   ,  , , ,   ,
42180,1978,04,48,09,983.8,1007.8,35.0,23.4,16.9,034,19.3,29,015,  ,96,0,0,0,0,1,4,0,0,9,4,9,0,4,75,0.0,   ,  , , ,   ,
42180,1978,04,48,10,983.8,1007.2,36.0,27.4,,049,   ,32,032,  ,96,0,0,0,0,1,4,0,0,9,4,9,0,4,75,0.0,   ,  , , ,   ,
42180,1978,04,48,11,983.4,1007.3,36.2,25.0,19.4,   ,22.5,34,023,  ,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,48,12,981.3,1005.1,36.0,20.0,7.5,017,10.4,32,038,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,48,13,978.7,1002.4,37.4,21.0,9.0,018,11.5,32,018,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,48,14,976.6,1000.2,36.4,22.4,13.7,026,15.7,36,014,  ,96,0,0,0,0,1,7,0,0,9,7,9,0,7,70,0.0,   ,  , , ,   ,
42180,1978,04,48,15,976.4,999.9,39.0,23.0,13.0,021,15.0,32,014,  ,96,3,2,0,0,0,0,9,0,0,2,6,9,1,40,0.0,   ,  , , ,   ,
42180,1978,04,48,16,974.6,998.1,38.0,23.8,15.7,027,17.8,29,011,  ,96,0,0,0,0,1,4,0,0,9,4,9,0,4,75,0.0,   ,  , , ,   ,
42180,1978,04,48,17,973.5,997.1,37.0,25.4,19.7,037,22.9,16,013,  ,96,4,2,0,0,0,0,9,0,0,2,6,6,2,40,0.0,   ,  , , ,   ,
42180,1978,04,48,18,977.1,1000.9,34.4,24.0,18.5,039,21.3,11,011,  ,96,3,1,0,0,2,6,9,0,9,7,5,3,1,35,0.0,   ,  , , ,   ,
42180,1978,04,48,19,977.3,1001.1,35.2,22.4,14.2,028,16.2,00,000,  ,96,0,0,0,0,1,6,0,0,9,6,9,0,6,75,0.0,   ,  , , ,   ,
42180,1978,04,48,20,0.0,1002.8,34.6,23.0,16.4,034,18.6,32,018,  ,96,0,0,0,0,2,5,0,0,9,5,9,0,5,75,0.0,   ,  , , ,   ,
42180,1978,04,48,21,981.9,1006.0,31.2,21.4,15.4,039,17.5,02,018,  ,96,9,1,3,1,1,4,9,9,9,6,6,9,1,40,2.6,   ,  , , ,   ,
42180,1978,04,48,22,981.4,1005.2,34.2,23.4,17.5,037,20.0,32,022,  ,96,0,0,3,1,2,5,0,9,9,6,9,3,1,60,0.0,   ,  , , ,   ,
42180,1978,04,48,23,981.7,1006.2,27.8,21.2,17.3,053,19.7,29,027,  ,96,3,4,2,4, , ,9,9, ,8,5,9,1,30,0.0,   ,  , , ,   ,
42180,1978,04,48,24,980.5,1004.6,32.0,23.0,18.1,044,20.7,00,000,  ,96,3,3,0,0,1,1,9,0,9,4,6,3,2,60,0.8,   ,  , , ,   ,
42180,1978,04,48,25,980.3,1004.1,34.2,23.2,17.1,036,19.5,34,019,  ,96,4,2,0,0,0,0,9,0,0,2,6,8,1,35,0.0,   ,  , , ,   ,
42180,1978,04,48,26,979.0,1002.8,36.6,24.2,17.5,033,19.9,36,018,  ,96,0,0,0,0,1,1,0,0,9,1,9,0,1,75,0.0,   ,  , , ,   ,
42180,1978,04,48,27,977.4,1001.0,38.6,24.2,16.6,028,18.9,34,036,  ,96,1,1,0,0,0,0,9,0,0,1,6,8,1,40,0.0,   ,  , , ,   ,
42180,1978,04,48,28,976.8,1000.3,37.2,25.0,18.8,034,21.7,32,027,  ,96,1,1,0,0,0,0,9,0,0,1,7,8,1,50,0.0,   ,  , , ,   ,
42180,1978,04,48,29,979.1,1002.8,37.4,23.0,14.3,025,16.3,32,032,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,48,30,979.1,1002.8,37.8,19.8,,013,8.5,32,045,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,60,01,984.6,1009.7,22.0,17.0,13.4,058,15.4,36,013,  ,96,0,0,3,2,0,0,0,9,0,2,9,3,2,62,0.0,   ,  , , ,   ,
42180,1978,04,60,02,984.3,1009.3,22.4,17.4,13.8,058,15.7,07,014,  ,96,1,1,0,0,1,2,9,0,9,2,6,8,1,30,0.0,   ,  , , ,   ,
42180,1978,04,60,03,986.3,1011.5,21.0,18.0,16.0,073,18.2,36,011,  ,96,0,0,3,3,0,0,0,9,0,3,9,3,3,60,0.0,   ,  , , ,   ,
42180,1978,04,60,04,989.0,1013.9,25.0,18.0,13.0,047,15.0,29,018,  ,96,9,3,2,5, , ,9,9, ,8,6,9,1,40,0.0,   ,  , , ,   ,
42180,1978,04,60,05,988.6,1013.9,21.0,18.0,16.0,073,18.2,34,011,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,60,06,986.4,1011.3,24.0,18.0,13.8,053,15.7,32,014,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,60,07,983.7,1008.6,24.0,19.4,16.5,063,18.8,32,009,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,60,08,985.3,1010.1,25.0,20.0,17.0,061,19.4,02,009,  ,96,5,1,0,0,1,2,9,0,9,2,6,6,1,30,0.0,   ,  , , ,   ,
42180,1978,04,60,09,985.3,1010.1,26.0,19.0,14.3,048,16.3,29,014,  ,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75,0.0,   ,  , , ,   ,
42180,1978,04,60,10,984.7,1009.4,26.2,20.0,16.1,054,16.3,29,014,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,60,11,984.5,1009.1,27.4,20.4,16.1,050,18.3,32,011,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,60,12,982.5,1006.4,30.0,19.0,10.9,031,13.0,32,018,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,60,13,978.9,1003.3,29.0,19.0,11.8,035,13.8,32,018,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,60,14,977.5,1002.0,27.4,20.4,16.1,050,18.3,27,004,  ,96,0,0,3,2,1,4,0,9,9,6,9,3,2,60,0.0,   ,  , , ,   ,
42180,1978,04,60,15,979.0,1003.4,29.0,20.0,14.1,040,16.1,05,027,  ,96,3,2,3,3,0,0,9,9,0,5,6,9,1,40,0.0,   ,  , , ,   ,
42180,1978,04,60,16,975.1,999.4,29.0,21.0,16.1,046,18.3,02,005,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,60,17,974.9,999.1,29.8,22.4,18.3,050,21.0,27,009,  ,95,3,1,0,0,1,3,9,0,9,4,6,9,1,40,0.0,   ,  , , ,   ,
42180,1978,04,60,18,979.6,1004.1,27.2,21.2,17.7,056,20.2,99,005,  ,96,3,6,3,1,0,0,9,9,0,7,6,9,2,40,0.0,   ,  , , ,   ,
42180,1978,04,60,19,978.4,1003.1,25.0,20.0,17.0,061,19.4,00,000,  ,95,6,1,0,0,1,3,9,0,9,4,6,5,1,40,0.0,   ,  , , ,   ,
42180,1978,04,60,20,980.7,1005.2,27.4,20.6,16.5,051,18.8,36,014,  ,96,1,1,0,0,1,1,9,0,9,2,6,8,1,40,0.0,   ,  , , ,   ,
42180,1978,04,60,21,984.7,1009.1,29.2,22.0,17.9,051,20.5,32,054,  ,96,3,3,3,3,1,2,9,9,9,8,6,9,2,40,0.0,   ,  , , ,   ,
42180,1978,04,60,22,981.5,1006.4,33.0,20.0,10.6,025,12.8,32,014,  ,96,0,0,3,3,1,2,0,9,9,5,9,3,3,62,0.0,   ,  , , ,   ,
42180,1978,04,60,23,981.7,1006.6,23.0,21.0,19.9,083,23.3,34,018,  ,96,3,4,2,4, , ,9,9, ,8,6,9,1,30,0.0,   ,  , , ,   ,
42180,1978,04,60,24,981.9,1006.4,27.4,22.0,19.0,060,21.9,11,014,  ,96,3,2,0,0,0,0,9,0,0,2,6,6,1,30,0.0,   ,  , , ,   ,
42180,1978,04,60,25,981.5,1006.0,28.0,19.0,12.3,039,14.7,02,014,  ,96,0,0,0,0,1,1,0,0,9,1,9,0,1,75,0.0,   ,  , , ,   ,
42180,1978,04,60,26,979.1,1003.6,28.0,21.0,16.8,051,19.1,07,009,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,60,27,978.1,1002.2,31.4,22.0,16.5,041,18.8,32,011,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42180,1978,04,60,28,979.0,1003.0,33.0,23.2,17.8,041,20.4,27,036,  ,95,3,3,0,0,1,1,9,0,9,4,6,9,1,40,0.0,   ,  , , ,   ,
42180,1978,04,60,29,980.0,1004.0,33.0,23.2,17.8,041,20.4,32,018,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
